symbol,name,lastSale,marketCap,iPOyear,sector,industry,Summary Quote
VTWO,Vanguard Russell 2000 ETF,113.98,$1.09B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwo
VTWG,Vanguard Russell 2000 Growth ETF,124.06,$195.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwg
VTWV,Vanguard Russell 2000 Value ETF,103.67,$168.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwv
VTHR,Vanguard Russell 3000 ETF,113.43,$348.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vthr
VCSH,Vanguard Short-Term Corporate Bond ETF,80.22,$20.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcsh
VGSH,Vanguard Short-Term Government ETF,60.83,$1.58B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgsh
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.36,$3.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtip
BNDX,Vanguard Total International Bond ETF,54.41,$7.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bndx
VXUS,Vanguard Total International Stock ETF,53.62,$8.89B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vxus
VEAC,Vantage Energy Acquisition Corp.,9.8,$676.2M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/veac
VEACU,Vantage Energy Acquisition Corp.,10.15,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/veacu
VEACW,Vantage Energy Acquisition Corp.,1.3,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/veacw
VREX,Varex Imaging Corporation,31.01,$1.16B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/vrex
VRNS,"Varonis Systems, Inc.",37.3,$1.02B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vrns
VDSI,"VASCO Data Security International, Inc.",13.75,$552.72M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/vdsi
VBLT,Vascular Biogenics Ltd.,4.25,$114.33M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vblt
VBIV,"VBI Vaccines, Inc.",4.64,$186.66M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vbiv
WOOF,VCA Inc. ,92.59,$7.52B,2001,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/woof
VECO,Veeco Instruments Inc.,31.2,$1.5B,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/veco
DGLD,VelocityShares 3x Inverse Gold ETN,47.53,$14.45M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dgld
DSLV,VelocityShares 3x Inverse Silver ETN,26.08,$25.79M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dslv
UGLD,VelocityShares 3x Long Gold ETN,10.63,$104.87M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ugld
USLV,VelocityShares 3x Long Silver ETN,11.87,$307.34M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/uslv
TVIZ,VelocityShares Daily 2x VIX Medium-Term ETN,13.32,$2.1M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tviz
TVIX,VelocityShares Daily 2x VIX Short-Term ETN,16.5,$200.2M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tvix
ZIV,VelocityShares Daily Inverse VIX Medium-Term ETN,75.5,$198.04M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ziv
XIV,VelocityShares Daily Inverse VIX Short-Term ETN,93.62,$825.62M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/xiv
VIIZ,VelocityShares VIX Medium-Term ETN,7.3,$1.02M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/viiz
VIIX,VelocityShares VIX Short-Term ETN,19.09,$14.97M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/viix
VEON,VEON Ltd.,4.13,$7.22B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/veon
VRA,"Vera Bradley, Inc.",10.09,$364.79M,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/vra
VCYT,"Veracyte, Inc.",8.38,$283.83M,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/vcyt
VSTM,"Verastem, Inc.",3.61,$133.54M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vstm
VCEL,Vericel Corporation,3.3,$108.13M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vcel
VRNT,Verint Systems Inc.,39.7,$2.49B,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/vrnt
VRSN,"VeriSign, Inc.",102.5,$10.4B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsn
VRSK,"Verisk Analytics, Inc.",87.32,$14.44B,2009,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsk
VBTX,"Veritex Holdings, Inc.",26.53,$404.15M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/vbtx
VERI,"Veritone, Inc.",9.01,$134.47M,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/veri
VRML,"Vermillion, Inc.",1.6,$89.74M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vrml
VRNA,Verona Pharma plc,12.49,$163.75M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrna
VSAR,"Versartis, Inc.",18.8,$661.93M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vsar
VTNR,"Vertex Energy, Inc",0.985,$31.67M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vtnr
VRTX,Vertex Pharmaceuticals Incorporated,154.15,$38.39B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrtx
VIA,Viacom Inc.,41.15,$16.53B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/via
VIAB,Viacom Inc.,35.66,$12.39B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/viab
VSAT,"ViaSat, Inc.",66.59,$3.86B,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/vsat
VIAV,Viavi Solutions Inc.,11,$2.5B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/viav
VICL,Vical Incorporated,2.58,$28.63M,1993,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vicl
VICR,Vicor Corporation,18.55,$725.39M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/vicr
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,33.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciz
VSDA,VictoryShares Dividend Accelerator ETF,26.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vsda
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,29.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cez
CID,VictoryShares International High Div Volatility Wtd ETF,35.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cid
CIL,VictoryShares International Volatility Wtd ETF,38.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cil
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,44.5795,$31.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfo
CFA,VictoryShares US 500 Volatility Wtd ETF,44.64,$8.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfa
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,41.3702,$22.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csf
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,43.63,$28.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdc
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,42.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdl
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,25.2499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vsmv
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,40.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csb
CSA,VictoryShares US Small Cap Volatility Wtd ETF,42.489,$2.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csa
VBND,Vident Core U.S. Bond Strategy Fund,49.88,$428.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vbnd
VUSE,Vident Core US Equity ETF,30.218,$459.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vuse
VIDI,Vident International Equity Fund,26.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vidi
VDTH,Videocon d2h Limited,8.85,$921.2M,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/vdth
VRAY,"ViewRay, Inc.",4.73,$271.42M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/vray
VKTX,"Viking Therapeutics, Inc.",1.1,$30.47M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktx
VKTXW,"Viking Therapeutics, Inc.",0.3999,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktxw
VBFC,Village Bank and Trust Financial Corp.,31.03,$44.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vbfc
VLGEA,"Village Super Market, Inc.",24.25,$349.62M,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/vlgea
VNOM,Viper Energy Partners LP,17.16,$1.95B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vnom
VIRC,Virco Manufacturing Corporation,5.4,$81.97M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/virc
VIRT,"Virtu Financial, Inc.",16.2,$3.03B,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/virt
VRTS,"Virtus Investment Partners, Inc.",113.3,$816.1M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/vrts
VRTSP,"Virtus Investment Partners, Inc.",102.06,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/vrtsp
VRTU,Virtusa Corporation,33.63,$1.01B,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/vrtu
VTGN,"VistaGen Therapeutics, Inc.",2.04,$18.98M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtgn
VTL,"Vital Therapies, Inc.",2.75,$116.07M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtl
VIVE,"Viveve Medical, Inc.",6.7,$129.98M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/vive
VVPR,VivoPower International PLC,3.75,$50.84M,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/vvpr
VVUS,"VIVUS, Inc.",1.16,$122.59M,1994,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vvus
VOD,Vodafone Group Plc,29.44,$78.38B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vod
VOXX,VOXX International Corporation,6.5,$157.04M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/voxx
VYGR,"Voyager Therapeutics, Inc.",9.09,$244.09M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vygr
VSEC,VSE Corporation,48.31,$523.6M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsec
VTVT,vTv Therapeutics Inc.,4.31,$141.42M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtvt
VUZI,Vuzix Corporation,6.05,$123.47M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/vuzi
VWR,VWR Corporation,33,$4.35B,2014,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/vwr
WBA,"Walgreens Boots Alliance, Inc.",79.62,$85.2B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/wba
WAFD,"Washington Federal, Inc.",33.15,$2.94B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wafd
WAFDW,"Washington Federal, Inc.",16,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wafdw
WASH,"Washington Trust Bancorp, Inc.",53.55,$921.39M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wash
WFBI,WashingtonFirst Bankshares Inc,33.89,$443.18M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wfbi
WSBF,"Waterstone Financial, Inc.",19,$559.73M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wsbf
WVE,WAVE Life Sciences Ltd.,19.55,$542.15M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/wve
WAYN,Wayne Savings Bancshares Inc.,17.67,$49.16M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wayn
WSTG,"Wayside Technology Group, Inc.",17.65,$79.65M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/wstg
WCFB,"WCF Bancorp, Inc.",10.532,$26.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wcfb
WDFC,WD-40 Company,106.1,$1.49B,1973,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/wdfc
FLAG,WeatherStorm Forensic Accounting Long Short ETF,38.8489,$15.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/flag
WEB,"Web.com Group, Inc.",22.15,$1.13B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/web
WBMD,WebMD Health Corp,66.18,$2.5B,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wbmd
WB,Weibo Corporation,76.35,$16.65B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wb
WEBK,"Wellesley Bancorp, Inc.",27.65,$68.71M,2012,Finance,Banks,http://www.nasdaq.com/symbol/webk
WEN,Wendy&#39;s Company (The),15.54,$3.81B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/wen
WERN,"Werner Enterprises, Inc.",29.95,$2.16B,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/wern
WSBC,"WesBanco, Inc.",37.7,$1.66B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wsbc
WTBA,West Bancorporation,23,$372.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtba
WSTC,West Corporation,23.35,$1.99B,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wstc
WMAR,"West Marine, Inc.",12.93,$326.85M,1993,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/wmar
WABC,Westamerica Bancorporation,54.32,$1.43B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wabc
WBB,"Westbury Bancorp, Inc.",20,$80.75M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/wbb
WSTL,"Westell Technologies, Inc.",3.45,$13.4M,1995,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/wstl
WDC,Western Digital Corporation,84.97,$24.75B,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/wdc
WNEB,"Western New England Bancorp, Inc.",9.95,$306.36M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wneb
WLB,Westmoreland Coal Company,4.32,$80.63M,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/wlb
WPRT,Westport Fuel Systems Inc,1.64,$207.97M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wprt
WEYS,"Weyco Group, Inc.",27.67,$287.88M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/weys
WHLR,"Wheeler Real Estate Investment Trust, Inc.",10.69,$92.18M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlr
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",23.7,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlrd
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",22.6026,$16.27M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlrp
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",0.0924,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlrw
WHF,"WhiteHorse Finance, Inc.",13.29,$243.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/whf
WHFBL,"WhiteHorse Finance, Inc.",25.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/whfbl
WFM,"Whole Foods Market, Inc.",41.82,$13.39B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/wfm
WHLM,"Wilhelmina International, Inc.",7.8,$41.98M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/whlm
WVVI,"Willamette Valley Vineyards, Inc.",8.02,$40.11M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/wvvi
WVVIP,"Willamette Valley Vineyards, Inc.",5.3,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/wvvip
WLDN,"Willdan Group, Inc.",34.21,$294.5M,2006,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/wldn
WLFC,Willis Lease Finance Corporation,24.81,$160.38M,1996,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/wlfc
WLTW,Willis Towers Watson Public Limited Company,150.12,$20.3B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/wltw
WIN,"Windstream Holdings, Inc.",3.94,$750.55M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/win
WING,Wingstop Inc.,29.75,$862.07M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/wing
WINA,Winmark Corporation,133.05,$560.88M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/wina
WINS,Wins Finance Holdings Inc.,205.01,$4.07B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wins
WTFC,Wintrust Financial Corporation,74.95,$4.17B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfc
WTFCM,Wintrust Financial Corporation,28.3774,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfcm
WTFCW,Wintrust Financial Corporation,53.68,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfcw
AGZD,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,47.95,$23.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agzd
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,43.37,$17.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agnd
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,72.92,$20.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxse
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,24.4516,$26.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emcg
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,72.0858,$50.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emcb
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,25.095,$57.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgre
DXGE,WisdomTree Germany Hedged Equity Fund,29.94,$121.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxge
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,24.13,$62.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyzd
WETF,"WisdomTree Investments, Inc.",10.13,$1.38B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/wetf
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,40.04,$136.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxjs
GULF,WisdomTree Middle East Dividend Fund,17.59,$15.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gulf
HYND,WisdomTree Negative Duration High Yield Bond Fund,20.81,$16.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hynd
CRDT,WisdomTree Strategic Corporate Bond Fund,76.2671,$9.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crdt
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,37.04,$1.68B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgrw
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,33.555,$98.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgrs
DXPS,WisdomTree United Kingdom Hedged Equity Fund,24.05,$15.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxps
UBND,WisdomTree Western Asset Unconstrained Bond Fund,50.77,$5.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubnd
WIX,Wix.com Ltd.,63.9,$2.87B,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wix
WMIH,WMIH Corp.,1.15,$237.34M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wmih
WBKC,"Wolverine Bancorp, Inc.",40.6988,$85.71M,2011,Finance,Banks,http://www.nasdaq.com/symbol/wbkc
WWD,"Woodward, Inc.",70.27,$4.31B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wwd
WKHS,"Workhorse Group, Inc.",2.96,$106.43M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/wkhs
WRLD,World Acceptance Corporation,74.78,$659.23M,1991,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wrld
WPCS,WPCS International Incorporated,1.28,$4.29M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/wpcs
WPPGY,WPP plc,102.38,$27.27B,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/wppgy
WMGI,Wright Medical Group N.V.,26.88,$2.8B,2011,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/wmgi
WMGIZ,Wright Medical Group N.V.,1.5139,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/wmgiz
WSFS,WSFS Financial Corporation,45.6,$1.43B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wsfs
WSFSL,WSFS Financial Corporation,25.47,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wsfsl
WSCI,WSI Industries Inc.,3.1,$9.18M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wsci
WVFC,WVS Financial Corp.,15.81,$32.24M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/wvfc
WYNN,"Wynn Resorts, Limited",128.6,$13.16B,2002,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/wynn
XBIT,XBiotech Inc.,4.73,$166.92M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xbit
XELB,"Xcel Brands, Inc",3.7,$68.26M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/xelb
XCRA,Xcerra Corporation,9.67,$524.76M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xcra
XNCR,"Xencor, Inc.",23.665,$1.11B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xncr
